Run	Location	End	Quality
SRR1050782	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR105/002/SRR1050782	pe	97
SRR1050783	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR105/003/SRR1050783	pe	96
SRR1050785	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR105/005/SRR1050785	pe	97
SRR1050786	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR105/006/SRR1050786	pe	84
SRR1050791	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR105/001/SRR1050791	pe	96
SRR1050793	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR105/003/SRR1050793	pe	96
