	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00227125	268	258	743	832	289	594	1660	404	312	229	457	220
WBGene00227126	0	1	2	10	6	13	96	26	6	4	11	1
WBGene00227127	379	307	898	773	413	809	2018	229	200	175	258	216
WBGene00227128	266	190	598	1016	333	529	4786	5	478	329	631	192
WBGene00227129	2183	1922	5023	943	992	2032	1780	43	430	321	565	678
WBGene00227130	164	117	379	266	162	372	987	103	69	70	112	67
WBGene00227131	1611	1233	3596	4013	1229	2394	11836	4	2016	1403	2321	423
WBGene00227132	478	364	1109	695	305	601	2030	98	210	190	246	249
WBGene00227134	306	233	768	609	272	504	2114	13	148	101	172	177
WBGene00227136	47	59	110	243	78	193	876	1	61	45	94	46
WBGene00227137	561	459	1300	592	260	438	1720	25	176	134	210	195
WBGene00227138	28	35	76	187	55	115	695	0	69	57	86	65
WBGene00227139	1007	781	2293	1491	415	846	2108	134	306	220	377	510
WBGene00227140	232	186	542	721	159	311	3042	2	272	238	407	185
WBGene00227141	107	91	263	206	51	124	717	1	63	38	63	83
WBGene00227142	141	118	371	182	149	261	484	33	47	34	66	73
WBGene00227143	358	312	901	354	592	1099	1257	0	116	90	159	208
WBGene00227144	137	146	381	228	192	344	1042	12	71	70	107	90
WBGene00227145	868	683	2082	1592	713	1269	4998	381	742	508	862	506
WBGene00227146	4	1	11	84	29	46	484	97	22	9	15	3
WBGene00227147	94	91	260	535	133	301	2675	3	528	408	636	67
WBGene00227148	132	111	328	674	174	311	885	134	96	55	116	91
WBGene00227149	23	13	34	150	30	71	457	45	29	25	41	33
WBGene00227150	6417	4993	13581	4257	2697	5391	7135	131	1410	1013	1714	2743
WBGene00227151	893	751	2221	1233	408	798	1291	95	255	204	353	469
WBGene00227152	45	34	94	233	98	214	3694	65	196	122	212	10
WBGene00227153	154	130	353	473	172	311	1212	5	60	56	90	71
WBGene00227154	8	9	43	15	43	54	288	2	3	5	1	0
WBGene00227155	772	688	1829	2302	592	1095	3188	333	485	325	640	330
WBGene00227156	13	15	26	29	31	53	276	6	55	47	72	6
WBGene00227157	384	295	809	800	244	452	4037	31	538	398	688	168
WBGene00227158	632	647	1750	1305	526	947	5884	49	566	424	713	508
WBGene00227159	187	171	454	690	268	472	2202	5	255	189	314	240
WBGene00227160	227	220	645	1023	225	397	3670	0	291	195	382	130
WBGene00227161	19	7	48	198	47	95	1021	189	76	54	94	23
WBGene00227162	28	37	91	16	50	64	2	0	0	0	0	0
WBGene00227163	291	240	675	316	148	260	1576	10	145	95	219	198
WBGene00227164	361	352	836	1604	272	559	6758	85	1743	1294	2124	161
WBGene00227165	469	414	1063	527	89	233	1332	52	195	137	224	206
WBGene00227166	1369	1176	3174	1128	1234	2402	4265	58	585	441	712	1091
WBGene00227167	59	63	148	597	143	288	1222	0	125	105	167	162
WBGene00227168	125	114	269	574	204	380	2634	15	340	234	422	71
WBGene00227170	137	85	230	666	118	204	1640	0	183	133	261	96
WBGene00227171	80	70	251	238	251	416	2906	76	112	79	139	45
WBGene00227172	79	79	266	39	64	104	335	2	8	7	17	85
WBGene00227173	1944	1563	4225	896	1289	2568	5403	163	869	606	990	547
WBGene00227174	454	420	920	84	106	205	563	62	18	12	20	6
WBGene00227175	153	166	452	265	57	90	1031	0	72	51	89	25
WBGene00227176	64	45	127	289	65	122	1177	61	66	68	98	16
WBGene00227177	6	8	9	8	14	18	52	0	4	3	4	0
WBGene00227178	129	111	354	162	137	205	975	15	72	64	113	72
WBGene00227179	2	0	0	9	0	0	113	35	1	5	5	1
WBGene00227180	56	42	122	1114	17	37	687	0	47	41	71	29
WBGene00227181	50	62	162	49	100	154	1303	200	70	55	120	7
WBGene00227182	4	7	25	41	20	54	345	5	33	22	54	4
WBGene00227183	18	10	37	132	20	23	589	95	53	37	80	18
WBGene00227184	2285	2014	5689	1110	604	1149	2557	222	340	253	472	400
WBGene00227185	1247	1044	2598	2198	843	1704	1501	127	278	189	325	660
WBGene00227186	1523	1216	3431	759	947	1968	2785	202	277	207	338	1022
WBGene00227187	1668	1429	4000	1403	1128	2270	3350	69	603	445	786	685
WBGene00227188	180	178	493	290	93	169	829	0	103	75	105	155
WBGene00227189	4788	4205	7884	1665	1635	3169	3614	101	617	464	772	1721
WBGene00227190	41	37	74	180	66	127	411	30	37	24	56	39
WBGene00227191	616	526	1519	500	438	797	2065	52	189	132	251	233
WBGene00227192	39	30	104	391	125	250	1809	0	145	115	201	56
WBGene00227193	66	63	178	115	60	120	957	2	43	35	48	40
WBGene00227194	366	271	806	163	89	156	528	86	94	72	113	83
WBGene00227195	92	57	172	287	157	324	1060	133	125	130	179	28
WBGene00227196	221	236	540	138	289	633	1473	22	182	128	255	30
WBGene00227197	1207	947	2562	901	286	511	2197	20	271	185	367	321
WBGene00227198	42	25	87	3063	16	39	51	1	3	4	3	12
WBGene00227199	65	42	130	375	47	105	995	1	73	43	111	30
WBGene00227200	3234	2786	8348	1534	1915	3688	7811	103	1033	830	1409	1431
WBGene00227201	144	118	303	398	130	298	1499	83	239	173	273	103
WBGene00227202	204	147	377	940	201	427	1351	53	319	225	389	250
WBGene00227203	47	45	160	328	77	146	1207	7	87	65	127	51
WBGene00227204	112	81	215	374	145	307	1173	14	94	71	108	41
WBGene00227205	8	6	22	109	3	13	217	3	24	17	35	18
WBGene00227206	54	38	94	71	23	38	858	25	107	87	118	21
WBGene00227207	2784	2468	5957	2405	913	1957	2542	117	818	598	1011	952
WBGene00227208	1424	1263	3525	2667	1064	2101	4440	252	828	665	1102	1212
WBGene00227209	113	104	288	755	161	299	1113	2	220	177	287	129
WBGene00227210	1065	947	2496	1548	540	982	4282	5	542	428	726	637
WBGene00227211	120	78	185	291	142	295	827	6	246	232	321	130
WBGene00227212	41	30	89	317	53	92	1459	9	63	63	97	10
WBGene00227213	11	23	69	40	54	78	6	0	33	27	33	13
WBGene00227214	229	121	308	456	229	410	2195	119	176	108	185	132
WBGene00227215	47	24	80	577	48	128	651	0	55	36	59	31
WBGene00227216	272	165	522	703	130	250	635	84	71	43	73	149
WBGene00227217	139	133	381	344	147	243	1280	0	69	63	91	32
WBGene00227218	157	125	298	851	281	554	1576	0	231	167	308	216
WBGene00227219	57	49	129	389	167	387	922	7	87	53	111	63
WBGene00227220	198	186	492	554	141	324	1175	0	112	62	115	95
WBGene00227221	5725	4948	10121	1933	1578	3149	8261	51	2220	1682	2802	757
WBGene00227222	1639	1628	4125	2364	1031	1988	5915	112	1262	937	1701	1105
WBGene00227223	20	10	51	398	50	99	1035	0	88	72	103	18
WBGene00227224	103	82	232	197	94	177	726	44	72	62	90	25
WBGene00227225	12	11	38	66	15	16	2237	58	143	125	201	6
WBGene00227226	203	201	525	256	965	1894	553	105	146	110	190	62
WBGene00227227	3	7	12	98	7	11	170	0	14	15	12	8
WBGene00227228	146	117	356	203	94	135	1124	10	45	38	69	61
WBGene00227229	36	33	87	2	97	209	27	0	4	2	7	0
WBGene00227230	993	816	2143	1390	544	1040	1894	10	316	248	422	894
WBGene00227231	0	0	0	2	30	22	183	158	2	1	0	0
WBGene00227232	590	439	1293	617	119	228	1339	20	226	176	290	181
WBGene00227233	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00227234	21	22	75	61	180	307	236	16	11	8	26	0
WBGene00227235	21	19	68	50	132	250	121	12	9	9	10	5
WBGene00227236	1187	1177	3188	2046	1244	2719	9229	12	961	705	1182	1076
WBGene00227237	988	819	2142	1528	636	1323	3368	170	742	506	929	468
WBGene00227238	101	67	170	17	161	382	38	100	2	5	8	5
WBGene00227239	315	297	831	658	322	628	5308	79	470	291	581	200
WBGene00227240	249	209	625	189	50	121	266	59	42	27	57	45
WBGene00227241	206	187	503	353	142	316	573	2	76	65	117	155
WBGene00227242	269	266	787	503	188	349	936	239	115	107	154	126
WBGene00227243	37	36	71	342	52	130	653	58	47	38	49	26
WBGene00227244	1	1	3	14	4	3	273	3	8	14	18	1
WBGene00227245	72	68	194	81	42	77	372	0	19	25	26	48
WBGene00227246	105	93	229	720	160	322	1273	0	166	103	190	188
WBGene00227247	55	44	135	166	2	4	1480	4	130	107	197	41
WBGene00227248	724	677	1871	980	386	706	3614	0	382	275	540	494
WBGene00227249	7547	5664	12355	1548	1320	2650	3845	1	1163	801	1407	3016
WBGene00227250	2930	2506	7474	2391	1308	2616	2817	74	420	337	541	286
WBGene00227251	1507	1353	4010	12008	598	1163	18640	391	4061	3037	5311	720
WBGene00227252	7	11	20	152	20	38	506	63	29	10	32	8
WBGene00227253	325	289	816	321	216	467	2623	6	251	234	341	419
WBGene00227254	16	13	45	129	55	82	1230	40	83	66	126	32
WBGene00227255	2	8	21	105	17	18	736	0	17	28	30	2
WBGene00227256	1827	1730	4949	393	737	1417	3384	3	356	303	456	440
WBGene00227257	136	147	362	597	358	718	2010	247	122	117	184	187
WBGene00227259	37	41	138	474	90	219	1130	3	122	104	179	28
WBGene00227260	426	391	1014	433	180	327	1477	17	122	116	187	391
WBGene00227261	62	48	124	133	24	57	285	0	26	11	31	27
WBGene00227262	463	370	1012	827	258	556	918	2	131	98	182	230
WBGene00227263	384	326	1043	999	250	415	6310	164	508	413	729	208
WBGene00227264	21	19	20	223	21	39	402	42	19	6	26	212
WBGene00227265	5689	4649	12563	7593	4135	8280	15873	312	1766	1419	2405	3493
WBGene00227266	125	119	360	191	145	281	1234	19	108	107	139	20
WBGene00227267	33	29	55	167	27	39	372	27	141	99	152	21
WBGene00227268	29	27	75	46	45	73	276	12	19	10	26	9
WBGene00227269	756	692	2016	1329	304	661	7301	0	670	497	885	394
WBGene00227270	523	471	1262	423	174	320	1139	0	137	106	176	211
WBGene00227271	44	36	100	226	103	149	788	4	64	42	80	29
WBGene00227272	1070	981	2688	929	414	856	1073	14	164	121	211	408
WBGene00227273	254	230	668	154	89	168	734	0	83	75	113	94
WBGene00227274	64	59	144	139	67	109	420	12	40	24	56	37
WBGene00227275	269	268	806	244	172	293	876	12	73	40	73	109
WBGene00227276	200	124	437	479	215	418	2108	184	106	80	130	128
WBGene00227278	105	84	247	794	90	164	787	13	155	136	209	117
WBGene00227280	29	25	58	3557	45	82	79	7	60	49	74	25
WBGene00227282	35	50	109	162	21	55	4185	89	497	402	627	45
WBGene00227283	189	150	365	605	257	457	1604	61	124	108	154	205
WBGene00227284	260	245	540	313	105	205	43	83	59	40	69	15
WBGene00227285	120	129	272	258	63	156	2956	3	263	198	337	85
WBGene00227286	105	93	256	209	43	85	3954	37	661	530	819	218
WBGene00227287	23	32	89	106	39	71	407	54	31	39	48	18
WBGene00227288	642	548	1615	792	309	618	1845	31	286	211	347	176
WBGene00227289	500	378	1026	473	173	371	923	0	174	116	217	232
WBGene00227290	55	71	148	50	98	188	406	9	14	15	30	57
WBGene00227291	229	205	523	174	93	191	901	31	45	37	57	108
WBGene00227292	2	6	16	1002	4	3	14	16	4	7	9	2
WBGene00227293	420	364	1055	910	335	639	2152	14	375	278	450	180
WBGene00227294	95	96	258	416	162	341	634	65	60	41	72	72
WBGene00227295	451	405	1138	2641	884	1706	6566	1	826	638	1147	773
WBGene00227296	8	9	20	141	21	58	573	67	16	24	30	15
WBGene00227297	429	336	1010	561	264	447	1495	54	194	165	244	187
WBGene00227298	620	430	1188	1175	868	1669	3521	60	386	258	462	744
WBGene00227299	309	267	819	1331	403	782	3361	34	275	238	337	498
WBGene00227300	299	200	561	1311	303	603	1930	1	214	183	281	207
WBGene00227301	1627	1571	4371	1725	551	958	6490	26	880	705	1158	464
WBGene00227302	131	118	412	452	150	298	2034	6	132	127	182	36
WBGene00227303	238	224	694	739	193	388	1237	34	145	112	177	346
WBGene00227304	347	315	910	844	215	372	6560	26	379	281	475	70
WBGene00227305	1134	1016	2139	81	515	1044	1915	61	321	223	368	131
WBGene00227306	46	32	82	335	93	153	569	105	33	19	49	95
WBGene00227307	172	178	489	447	84	193	124	101	51	45	53	29
WBGene00227308	335	315	827	550	275	543	1576	64	288	184	335	280
WBGene00227309	22	21	58	100	54	96	505	110	29	18	37	7
WBGene00227310	146	132	382	284	112	176	711	39	44	50	55	86
WBGene00227311	683	564	1593	961	516	1050	2560	96	258	216	398	587
WBGene00227312	188	165	490	378	191	382	653	0	107	79	150	62
WBGene00227313	300	268	719	400	760	1420	5089	64	410	316	530	1224
WBGene00227314	457	399	1134	1005	501	932	1581	193	314	252	398	316
WBGene00227315	2687	2471	6523	3917	2010	3803	17424	428	3430	2806	4539	1470
WBGene00227316	157	143	456	398	145	284	531	117	46	47	84	72
WBGene00227317	1256	1013	2548	1074	772	1442	3286	44	367	277	472	672
WBGene00227318	90	88	273	211	165	321	1286	50	102	70	145	37
WBGene00227319	274	206	635	509	365	663	915	26	211	148	257	74
WBGene00227320	14	15	45	42	25	24	639	44	17	17	43	2
WBGene00227321	648	559	1637	628	1044	2017	3114	292	313	213	390	205
WBGene00227322	145	105	326	166	139	237	935	4	51	42	87	101
WBGene00227323	425	376	930	172	429	838	2470	97	280	235	358	139
WBGene00227324	0	0	0	1	0	1	35	0	4	4	2	0
WBGene00227325	104	67	230	454	114	204	839	2	110	74	122	82
WBGene00227326	68	67	134	278	124	203	931	184	76	62	104	52
WBGene00227327	87	71	234	278	159	258	1096	165	48	42	67	62
WBGene00227328	55	49	127	370	74	141	738	0	163	132	218	34
WBGene00227329	18	9	20	513	3	14	178	1	5	12	19	13
WBGene00227330	23	9	49	290	4	10	9	6	3	2	2	0
WBGene00227331	231	227	704	252	108	186	873	62	56	43	80	127
WBGene00227333	37	30	66	188	53	102	750	15	71	59	117	16
WBGene00227334	36	24	75	96	69	141	670	0	40	31	51	20
WBGene00227335	267	265	687	789	180	340	1982	42	521	395	628	62
WBGene00227336	13	12	41	16	35	60	1539	0	104	63	146	50
WBGene00227337	1316	1077	2794	2066	1128	2278	3470	12	774	599	994	1001
WBGene00227338	996	799	1486	525	716	1539	1414	96	216	149	246	389
WBGene00227339	65	60	153	317	89	123	1305	0	65	52	71	39
WBGene00227340	9	6	17	13	9	9	14	71	0	0	0	0
WBGene00227341	428	285	625	653	229	498	1869	37	320	244	405	260
WBGene00227342	29	26	88	124	20	35	434	0	19	16	30	15
WBGene00227343	5	10	12	13	3	2	106	4	3	2	5	8
WBGene00227344	680	440	1265	382	186	352	788	72	128	102	143	484
WBGene00227345	166	155	364	467	127	263	1938	32	296	232	360	105
WBGene00227346	106	85	239	258	130	252	545	29	88	77	92	36
WBGene00227347	851	787	2349	2254	521	956	5695	14	840	713	1108	429
WBGene00227348	10	9	28	21	12	19	29	29	1	1	4	10
WBGene00227349	1006	833	2355	1772	642	1196	9070	103	1071	807	1372	534
WBGene00227350	46	40	115	2110	67	122	170	44	14	9	20	8
WBGene00227351	580	445	1285	2901	609	1156	6394	0	754	594	992	709
WBGene00227352	436	458	1229	643	417	820	2093	41	230	161	294	320
WBGene00227353	86	70	207	376	65	114	1184	13	88	71	117	117
WBGene00227354	1267	1129	3099	1199	704	1395	3542	6	566	459	786	720
WBGene00227355	486	447	1204	769	551	1060	2410	4	305	246	431	689
WBGene00227356	15699	11252	18518	8679	3159	6140	11100	20	3539	2476	4303	30172
WBGene00227357	1794	1492	4315	1286	1168	2258	4469	51	477	378	630	917
WBGene00227358	178	162	432	1423	133	213	3989	52	468	334	603	368
WBGene00227359	72	67	154	254	116	212	242	0	29	19	28	99
WBGene00227360	364	339	963	919	227	452	4080	0	791	569	991	295
WBGene00227361	85	53	210	278	110	241	1949	70	82	77	131	57
WBGene00227362	23	23	68	282	83	134	533	123	46	33	56	47
WBGene00227363	184	118	300	189	82	156	729	48	72	52	74	46
WBGene00227364	1097	903	2246	893	814	1674	2601	2	392	312	521	606
WBGene00227365	896	801	2714	1200	275	557	7503	89	513	408	643	422
WBGene00227366	54	50	149	534	50	90	21	3	4	3	8	3
WBGene00227367	92	79	234	26	40	98	63	0	14	7	13	47
WBGene00227368	116	103	316	176	84	178	1643	0	230	207	368	2
WBGene00227369	440	333	822	401	315	544	392	13	109	79	120	39
WBGene00227370	939	839	1907	1817	476	989	1498	69	457	317	587	734
WBGene00227371	830	704	1842	923	222	457	1643	37	258	233	333	389
WBGene00227372	167	193	464	225	175	272	841	130	114	84	144	39
WBGene00227373	13	15	38	30	19	48	212	29	24	25	42	33
WBGene00227374	106	103	275	386	46	103	310	11	42	32	54	37
WBGene00227376	1012	738	1966	2195	403	768	1986	66	289	226	384	480
WBGene00227379	2436	2071	5332	4368	760	1573	17043	15	3813	2903	4843	1727
WBGene00227380	4	3	19	4	6	16	85	25	16	13	40	18
WBGene00227381	64	56	181	31	83	125	358	5	21	15	37	58
WBGene00227382	149	138	381	739	233	418	3451	18	520	426	742	57
WBGene00227383	396	334	1032	920	390	781	2337	0	353	255	398	230
WBGene00227384	49	33	129	16	3	3	15	2	1	0	1	4
WBGene00227385	97	70	188	225	91	135	741	1	45	29	46	28
WBGene00227386	18	15	37	65	40	78	407	132	8	8	13	52
WBGene00227387	24	16	51	499	93	193	1311	0	116	105	146	17
WBGene00227388	670	548	1322	1036	252	507	2121	0	291	242	387	386
WBGene00227389	811	658	1986	478	300	547	1722	0	204	134	232	280
WBGene00227390	254	208	631	2110	271	529	4651	1	537	416	709	365
WBGene00227391	38	28	76	16	95	150	301	10	10	5	14	86
WBGene00227392	1528	1315	3823	3442	826	1572	3396	115	478	386	673	387
WBGene00227393	1	2	1	26	0	2	371	7	22	26	27	0
WBGene00227395	1201	1125	2596	427	874	1722	3186	1	830	578	972	402
WBGene00227396	1132	947	2704	1899	708	1248	3539	37	658	464	831	832
WBGene00227397	1234	1094	2828	1994	746	1416	8113	2	1388	1038	1768	1637
WBGene00227398	42	19	56	19	81	124	92	76	5	4	7	51
WBGene00227399	69	40	92	533	81	178	1159	9	83	81	115	46
WBGene00227402	471	352	1047	1860	912	1724	6905	289	703	530	893	576
WBGene00227403	358	311	887	962	340	597	3112	55	306	262	434	271
WBGene00227404	2714	2222	6000	2386	1143	2054	6302	1	1052	794	1478	1533
WBGene00227405	81	64	160	1127	53	102	250	20	39	21	38	102
WBGene00227406	141	145	359	363	176	269	1426	281	101	96	130	59
WBGene00227407	488	404	1032	1350	186	342	957	42	154	114	161	161
WBGene00227408	79	55	209	42	80	142	536	36	13	9	22	73
WBGene00227409	87	60	148	267	50	105	300	0	20	26	35	130
WBGene00227410	2334	1988	5659	2164	1666	3241	4984	31	954	779	1223	1689
WBGene00227411	110	79	286	716	197	336	2678	5	285	259	404	98
WBGene00227412	776	642	1788	642	701	1341	2387	404	261	182	353	625
WBGene00227413	811	646	1770	415	484	987	8115	0	897	729	1127	296
WBGene00227414	41	38	115	314	53	88	921	23	57	39	75	35
WBGene00227415	512	395	1007	2418	196	355	7360	47	1700	1204	2126	710
WBGene00227416	283	232	634	324	239	418	1493	13	189	148	263	160
WBGene00227417	788	719	1890	1124	719	1397	1874	118	322	246	379	214
WBGene00227418	585	487	1306	419	292	510	2047	279	215	145	294	307
WBGene00227419	920	802	2287	2407	1091	2125	4283	271	742	544	926	581
WBGene00227420	410	394	1163	191	45	94	524	0	129	90	162	12
WBGene00227421	41	38	78	320	35	41	1835	43	202	178	260	3
WBGene00227422	74	40	149	206	49	125	1839	59	179	135	238	65
WBGene00227423	1168	1025	2857	1328	1000	2004	5281	4	616	471	767	657
WBGene00227424	137	130	310	78	175	416	376	11	24	32	42	50
WBGene00227425	64	78	196	1344	259	613	13546	5	491	342	598	85
WBGene00227426	64	43	143	269	79	150	914	0	94	52	121	40
WBGene00227427	58	39	136	159	47	73	635	3	44	25	63	21
WBGene00227428	396	335	982	984	1091	2144	3408	0	426	282	602	310
WBGene00227429	919	773	2264	1121	392	705	1548	86	145	111	172	190
WBGene00227430	1594	1410	3631	2853	1947	3736	4600	309	722	553	937	1397
WBGene00227431	120	111	258	447	181	347	1041	13	143	121	208	92
WBGene00227432	3536	2912	7676	1373	1250	2538	6057	59	802	589	1008	1360
WBGene00227433	2102	1874	4960	1024	457	917	2311	73	282	198	343	791
WBGene00227434	182	156	479	277	178	415	2011	0	135	102	174	91
WBGene00227435	89	74	280	313	196	379	753	0	116	96	158	129
WBGene00227436	14	14	37	104	23	52	189	8	24	19	31	19
WBGene00227437	24	24	87	130	90	163	754	60	46	26	67	10
WBGene00227438	163	114	355	291	94	189	931	7	152	130	208	93
WBGene00227439	29	32	88	60	15	27	294	26	15	12	20	10
WBGene00227440	1	0	3	7	2	7	44	13	2	0	3	0
WBGene00227441	3448	2992	7602	2190	1702	3579	4857	111	1010	777	1352	1914
WBGene00227442	50	31	87	456	95	186	1460	54	127	94	136	37
WBGene00227443	610	552	1638	448	343	714	851	88	177	128	233	253
WBGene00227444	1073	906	2555	967	445	835	1944	36	270	174	351	560
WBGene00227446	738	682	2001	1329	624	1274	3361	10	561	381	667	473
WBGene00227447	264	191	642	532	279	461	1491	109	129	92	168	154
WBGene00227448	168	158	503	561	115	188	883	43	67	63	86	128
WBGene00227449	348	303	839	329	293	535	1033	14	145	112	195	301
WBGene00227450	915	793	1973	1259	539	1010	1601	203	530	399	642	313
WBGene00227452	726	605	1907	2501	302	573	4097	51	553	413	757	260
WBGene00227453	185	158	479	912	252	472	3238	15	341	231	373	197
WBGene00227454	3200	2794	6197	745	801	1584	2054	3	329	304	434	1026
WBGene00227455	689	541	1600	1726	319	599	1815	7	542	418	701	305
WBGene00227456	435	382	943	449	217	368	595	149	197	154	256	226
WBGene00227457	569	455	1198	1334	415	879	1866	14	266	228	366	392
WBGene00227458	778	687	1982	412	572	1168	2746	0	232	185	308	227
WBGene00227459	167	188	425	872	183	428	3932	0	422	299	536	65
WBGene00227460	160	129	354	1096	235	403	2556	176	465	388	623	128
WBGene00227461	1622	1329	3667	1581	737	1508	3246	37	519	394	668	1116
WBGene00227462	54	47	121	260	66	117	969	0	94	68	94	83
WBGene00227463	56	33	111	26	40	113	265	23	10	20	18	11
WBGene00227464	2844	2469	5989	1208	1197	2356	3111	217	424	363	587	1228
WBGene00227465	302	262	689	289	257	486	2140	9	400	349	512	328
WBGene00227466	20	17	35	64	20	40	255	67	11	5	7	22
WBGene00227467	15	6	28	11	21	39	40	12	4	5	7	0
WBGene00227468	0	0	0	44	5	2	6	35	0	0	0	1
WBGene00227469	8	9	20	89	61	101	279	432	24	24	39	7
WBGene00227470	147	120	296	278	124	233	1074	49	170	119	184	148
WBGene00227471	991	804	2393	1246	300	601	3424	13	464	343	609	222
WBGene00227472	28	28	111	191	51	98	660	1	81	59	98	34
WBGene00227473	785	749	2075	1355	514	1028	4532	111	555	420	643	416
WBGene00227474	631	510	1419	409	309	581	1579	26	178	115	238	319
WBGene00227475	9	7	27	12	5	11	19	2	0	1	0	9
WBGene00227476	29	30	94	91	43	62	2679	72	116	65	122	6
WBGene00227477	57	44	142	192	102	189	1379	16	113	86	146	47
WBGene00227478	101	77	229	65	155	239	454	47	94	63	110	42
WBGene00227479	28	32	74	334	72	122	809	52	55	48	85	40
WBGene00227480	77	51	173	273	94	165	872	42	69	59	103	36
WBGene00227481	20	16	26	46	25	24	943	7	79	59	70	10
WBGene00227482	930	781	2384	477	667	1301	2619	2	227	161	283	279
WBGene00227483	1147	1019	3092	1359	647	1233	4159	6	591	395	667	581
WBGene00227484	24	20	47	159	55	103	431	46	93	65	138	24
WBGene00227485	386	365	1046	488	235	432	1632	0	184	153	223	172
WBGene00227486	342	315	809	325	227	444	840	9	102	55	118	111
WBGene00227487	90	83	189	214	32	64	2112	72	283	237	431	12
WBGene00227488	1234	993	2996	1682	1308	2677	4462	93	817	560	1046	804
WBGene00227489	4	1	5	4	20	17	29	94	6	9	10	1
WBGene00227490	279	265	609	672	164	277	1974	15	723	477	921	181
WBGene00227491	387	400	1150	541	201	395	2059	15	209	158	227	109
WBGene00227492	41	36	112	314	128	237	1853	363	98	84	123	43
WBGene00227493	2	4	5	2	23	34	26	45	0	1	1	10
WBGene00227494	101	112	327	147	120	208	1398	46	232	206	305	126
WBGene00227495	35	40	122	134	80	184	726	254	70	56	105	22
WBGene00227496	4	0	3	14	7	11	31	0	2	0	0	0
WBGene00227497	173	146	382	370	77	152	517	2	84	51	108	105
WBGene00227498	396	311	849	5611	1021	2069	11978	2	1234	929	1650	921
WBGene00227499	401	343	935	1112	432	781	700	269	113	91	182	318
WBGene00227500	132	116	337	468	165	242	1054	111	93	80	137	112
WBGene00227501	88	74	286	229	191	337	475	322	65	54	105	83
WBGene00227502	914	705	2047	360	334	608	1498	132	161	108	207	401
WBGene00227505	82	92	231	475	105	161	1607	218	116	102	144	64
WBGene00227506	275	239	800	201	488	934	928	123	141	143	226	123
WBGene00227507	864	774	1790	4145	674	1335	15700	185	3207	2281	3958	675
WBGene00227508	877	743	2121	758	840	1457	3388	57	402	287	492	442
WBGene00227509	474	381	1198	1018	419	858	2636	21	353	284	477	251
WBGene00227510	276	241	702	441	195	338	754	39	76	76	119	113
WBGene00227511	77	68	166	520	98	175	3920	38	308	222	385	35
WBGene00227512	112	109	343	193	64	127	248	14	28	20	54	66
WBGene00227513	642	495	1454	1041	308	616	3816	10	374	270	478	298
WBGene00227514	47	69	151	212	122	192	2363	24	162	123	184	73
WBGene00227515	256	244	665	160	80	117	789	103	36	31	57	58
WBGene00227516	941	837	1914	1352	937	1876	2301	11	410	311	513	823
WBGene00227517	7	1	11	88	7	22	1314	42	86	64	107	7
WBGene00227519	1443	1173	3349	1150	852	1617	3495	1	554	432	723	988
WBGene00227520	10	14	37	31	51	84	416	36	14	3	10	26
WBGene00227522	9664	8841	17881	8247	4568	9430	11592	47	3162	2632	4234	4121
WBGene00227523	20	12	54	105	98	162	328	0	24	13	28	48
WBGene00227524	634	482	1480	731	451	705	1784	206	224	200	293	311
WBGene00227525	1070	951	2763	527	712	1439	2766	48	220	158	289	854
WBGene00227526	71	78	236	664	127	291	3077	0	249	224	347	46
WBGene00227527	83	68	157	1133	42	84	464	28	59	39	87	9
WBGene00227528	31	27	61	123	25	59	416	72	54	39	76	9
WBGene00227529	1217	996	2816	1854	484	924	2366	144	259	184	364	444
WBGene00227530	946	822	2021	794	515	993	1586	119	229	166	324	852
WBGene00227533	78	65	226	187	128	249	799	25	55	45	57	49
WBGene00227534	61	38	129	163	81	130	492	174	69	56	67	14
WBGene00227535	555	426	1037	420	137	315	1194	23	135	83	157	217
WBGene00227536	521	399	1232	463	207	371	1409	0	145	103	196	194
WBGene00227537	124	113	345	363	38	66	3325	0	436	301	518	98
WBGene00227538	349	257	710	1287	395	778	1125	194	235	176	302	144
WBGene00227539	517	419	1196	710	223	442	1250	1	155	122	224	222
WBGene00227540	727	663	1720	855	335	697	1862	355	266	247	375	339
WBGene00227541	670	518	1076	887	554	1034	3673	10	359	267	410	349
WBGene00227542	96	122	333	66	42	54	205	19	20	9	29	19
WBGene00227543	1497	1294	3495	1141	371	658	2573	11	340	263	467	795
WBGene00227544	795	674	1828	993	244	632	2410	5	545	355	646	250
WBGene00227545	1582	1208	3256	1717	561	1126	3813	12	554	413	679	815
WBGene00227546	336	308	916	653	666	1372	2488	28	197	180	265	527
WBGene00227547	1028	804	2048	1495	476	910	2461	148	284	227	387	567
WBGene00227548	305	276	851	462	172	360	1175	15	136	83	150	122
WBGene00227549	7622	6919	17329	5783	5135	10433	9094	56	1471	1138	1892	5516
WBGene00227550	363	304	915	1834	169	278	1409	206	150	117	172	455
WBGene00227551	1017	828	2576	1213	293	542	2712	9	484	359	576	386
WBGene00227552	215	242	676	448	155	256	1392	4	103	84	126	148
WBGene00227553	256	220	542	585	392	761	1971	138	203	153	259	330
WBGene00227554	548	437	985	1103	662	1260	2467	0	409	348	538	349
WBGene00227555	249	162	419	288	75	134	1267	74	146	100	161	63
