# Gene expression in TPM for each run in  study ERP000948
	ERR048962	ERR048970	ERR048972	ERR048961	ERR048967	ERR048969	ERR048974	ERR048964	ERR048963	ERR048971	ERR048973	ERR048965
WBGene00225204	84.79	94.25	101.2	42.36	108.47	96.54	81.98	157.97	35.76	37.11	40.7	52.43
WBGene00225205	60.56	67.02	63.45	110.22	49.3	42.8	182.85	73.5	373.8	397.72	402.14	224.2
WBGene00225206	45.75	45.07	42.56	107.08	113.7	111.27	106.96	63.86	71.58	78.3	80.92	51.93
WBGene00225207	37.27	32.3	38.63	24.23	33.54	30.04	52.46	130.77	28.44	26.88	28	38.61
WBGene00225209	103.27	113.85	123	64.52	113.32	115.3	81.83	65.59	68.96	66.27	69.46	96.18
WBGene00225210	131.93	123.92	134.16	26.09	144.57	123.83	79.94	172.12	36.98	49.06	43.02	79.41
WBGene00225211	19.46	19.75	21.47	150.92	18.12	20.25	2.76	4.14	1.23	1.02	1.01	11.73
WBGene00225212	36.98	28.32	24.45	18.72	3.75	1.48	27.29	121.49	55.42	42.39	42.97	7.71
WBGene00225213	16.7	19.96	21.52	4.5	66.07	64.41	15.38	120.07	5.65	6.16	6.06	4.64
WBGene00225215	17.89	20.79	20.79	26.92	9.27	10.35	21.84	0	7.68	6.47	10.55	14.16
WBGene00225216	43.58	49.35	56.9	72.68	118.15	122.94	141.18	0	141.42	149.38	150.62	15.59
WBGene00225217	0.8	0.99	1.05	6.69	28.99	19.1	26.81	317.12	2.38	2.54	4.76	2.52
WBGene00225219	5.96	8.78	6.51	26.38	9.91	9.03	42.01	227.8	6.2	4.77	5.88	7.37
WBGene00225220	38.02	40.19	45.04	60.44	38.3	48.73	94.55	17.83	63.98	63.16	62.48	34.91
WBGene00225221	45.9	50.97	52.43	38.17	55.7	59.91	85.89	3.23	46.06	47.48	38.63	42.48
WBGene00225223	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00225224	0.56	0.7	0.6	2.28	3.13	3.34	21.32	18.81	4.29	4.1	5.95	1.33
WBGene00225225	0.23	0.29	0.45	7.58	9.6	10.28	2.68	156.49	1.55	0.85	1.27	1.85
WBGene00225226	106.18	97.3	130.67	178.92	194.7	184.1	112.76	326.33	111.24	113.12	118.72	169.16
WBGene00225227	40.24	44.91	50.5	26.54	63.75	56.57	29.76	296.42	17.56	16.28	15.71	25.27
WBGene00225228	48.99	62.58	92.82	79.09	55.44	60.08	100.53	0	36.26	48.92	45.06	57.54
WBGene00225229	82.45	87.42	97.82	176.13	13.82	15.31	1.27	75.32	1.32	0.85	1.15	1.99
WBGene00225230	34.37	26.56	31.84	92.8	67.19	69.04	100.75	245.1	71.24	76.99	84.44	26.9
WBGene00225231	67.61	53.61	49.96	218.02	82.57	82.93	135.93	12.09	168.27	147.28	169.49	63.33
WBGene00225232	18.58	17.34	11.08	119.69	6.98	5.38	10.5	3.79	11.5	17.21	13.01	18.12
WBGene00225233	231.83	217.34	231.1	195.17	352.11	365.7	189.11	12.7	233.69	251.12	250.08	162.06
WBGene00225234	32.71	35.03	32.84	47.34	38.41	38.37	127.56	15.38	115.65	139.36	127.87	37.55
WBGene00225235	30.63	29.49	29.32	17.33	59.49	59.34	110.59	294.33	61.26	67.09	70.52	56.08
WBGene00225236	0.92	1.14	0.88	3.65	8.16	11.9	8.45	58.34	1.84	1.4	2.17	10.93
WBGene00225237	729.03	788.02	891.74	165.08	258.28	259.99	180.92	27.37	222.17	223.73	241.09	161.75
WBGene00225238	61.21	72.45	79.53	110.46	65.1	64.78	172.02	10.19	95.47	111.86	106.77	69.25
WBGene00225239	4.78	6.91	7.43	9.01	33.47	28.07	32.69	89.03	9	8.01	11.27	12.6
WBGene00225240	30.34	28.06	35.42	41.61	62.09	48.8	25.67	187.37	19.45	17.43	21.11	18.52
WBGene00225241	95.17	82.69	88.51	106.71	62.47	68.75	52.43	1.75	43.11	40.37	44.49	63.95
WBGene00225242	0	0	0	2.3	0	0	0.45	0	0	0	2.16	0
WBGene00225243	349.84	445.27	539.5	101.52	193.67	187.58	102.96	35.47	141.68	150.29	156.23	190.79
WBGene00225244	8.89	10.66	14.42	26.45	44.78	43.73	44.4	128.27	33.56	25.69	31.21	14.98
WBGene00225245	45.77	55.49	58.04	37.41	94.58	89.49	42.35	20.3	15.36	17.92	21.22	34.48
WBGene00225246	48.3	56.58	62.97	46.72	69.39	68.55	39.81	80.15	23.9	21.56	24.39	46.34
WBGene00225247	412.13	444.47	434.26	391	336.1	353.83	531.55	33.26	384.58	397.11	392.11	314.91
WBGene00225248	30.68	41.07	41.43	7.15	46.05	43.45	12.31	18.37	0.36	0.5	1.19	14.3
WBGene00225250	0.6	0	1	0.69	1.02	2.62	8.06	0	3.96	7.07	3.89	1.88
WBGene00225252	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00225253	37.22	38.86	44.19	36.04	50.77	42.36	54.57	135.42	32.73	33.74	47.2	26.9
WBGene00225254	89.19	87.98	86.96	121.92	110.69	106.49	93.56	24.76	91.38	97.8	110.17	76.65
WBGene00225255	187.92	167	174.21	245.64	172.97	167.81	118.91	0	137.17	139.64	144.32	139
WBGene00225256	65.09	74.03	71.34	95.93	72.28	65.4	199.77	8.2	152.4	160.63	168.17	83.1
WBGene00225257	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00225258	199.78	212.45	211.77	115.34	204.15	205	119.33	11.98	138.67	143.15	146.18	142.6
WBGene00225259	23.54	23.23	24.93	44.94	25.01	31.94	185.06	38.81	57.61	63.2	64.37	60.65
WBGene00225260	49.33	52.13	54.57	45.85	60.4	59.63	164.17	90.92	93.97	98.8	99.64	49.96
WBGene00225261	1.87	0.77	4.03	20.64	4.82	6.33	5.65	9.3	2.49	0.57	2.04	3.46
WBGene00225262	33.64	36.26	37.05	45.71	81.81	80.41	66.36	25.76	39.83	27.79	37.11	43.02
WBGene00225263	346.39	394.46	431.18	99.92	163.97	166.41	48.12	95.25	54.27	58.39	59.03	108.34
WBGene00225264	82.93	92.15	97	158.36	130.27	141.25	506.86	325.1	553.95	557.18	566.52	88.75
WBGene00225265	271.23	294.03	307.32	207.88	190.36	186.64	136.69	52.85	136.6	129.96	144.53	189.56
WBGene00225266	21.99	14.37	20.86	24.12	16.46	13.39	137.9	184.74	46.25	35.08	43.5	25.31
WBGene00225267	52.77	42.33	47.33	29.14	35.34	36.08	23.1	15.85	31.1	28.18	30.08	24.61
WBGene00225268	94.45	105.01	119.24	60.93	57.29	60.95	113.93	144.47	81.33	98.15	93.5	61.77
WBGene00225269	58.89	64.16	73.05	1.18	87.07	87.98	0.23	20.18	0	0	0.37	0.54
WBGene00225270	432.94	498.3	509.17	283.04	280.14	305.26	341.89	2.41	348.56	351.19	369.51	99.99
WBGene00225271	20.17	23.42	24.66	26.1	47.49	50.75	87.67	9.89	25.38	26.34	24.83	29.61
WBGene00225272	4.4	3.41	5.26	151.16	49.99	47.49	126.34	12.29	41.67	34.17	36.5	37.41
WBGene00225273	27.58	26.31	27.45	26.75	56.09	48.6	32.06	38.19	9.73	5.8	5.31	55.99
WBGene00225274	388.52	394.79	324.82	315.36	402.91	376.02	383.19	18.17	373.9	381.76	406.8	505.43
WBGene00225275	203.77	219.42	244.55	317.83	385.35	369.52	670.61	510.28	334.46	358.79	362.16	374.15
WBGene00225276	1.76	2.01	1.75	10.84	13.24	8.12	1.24	166.57	1.26	0.25	0.59	1.71
WBGene00225277	19.14	16.71	21.44	11.1	36.55	22.04	63.98	187.98	31.51	30.6	33.36	28.9
WBGene00225279	62.04	60.81	71.29	257.74	87.69	91.06	135.35	0.48	104.88	109.76	117.43	69.78
WBGene00225280	113.63	126.3	136.52	103.41	140.32	141.28	53.99	79.21	37.63	41.25	40.93	155.42
WBGene00225281	78.02	80.78	85.41	50.99	78.48	79.03	68.3	45.28	39.18	43.31	46.34	66.15
WBGene00225283	53.89	53.32	63.75	7.81	79.15	88.68	28.49	26.97	23.39	26.27	26.69	19.25
WBGene00225285	22.72	25.85	29.11	22.93	35.03	32.62	16.7	91.15	12.34	13.37	13.31	24.88
WBGene00225286	280.61	267.96	265.31	92.65	131.34	121.8	190.51	1.82	122.95	119.82	139.21	201.29
WBGene00225287	58.2	60.37	66.7	64.82	66.72	57.23	49.64	43.18	40.8	39.69	41.88	42.41
WBGene00225288	157.05	189.85	202.85	105.7	134.69	155.93	94.64	0	52.93	49.73	48.68	73.68
WBGene00225289	28.82	30.33	36.78	31.99	111.62	118.65	124.81	4.62	65.3	66.83	63.39	88.01
WBGene00225290	24.01	28.84	33.07	28.06	36.01	32.01	36.34	177.54	17.11	20.02	16.98	54.45
WBGene00225291	44.75	46.41	49.68	32.75	37.66	38.08	44.49	10.98	22.85	26.41	25.26	61.71
WBGene00225292	49.37	45.8	46.76	122.77	124.79	118.77	182.3	80.89	106.7	110.29	125.98	58.07
WBGene00225293	0	0.71	0	11.37	0	0	0.66	12.89	0	0	1.25	2.74
WBGene00225295	66.73	95.08	106.98	114.81	124.94	139.65	104.17	0	84.28	97.56	92.56	133.73
WBGene00225296	55.75	49.71	58.1	132.34	131.81	149.44	143	36.88	101.82	99.02	104.3	46.99
WBGene00225297	0	0	2.37	23	39.69	40.05	284.79	0	80.2	55.88	67.43	27.46
WBGene00225298	120.19	121.98	131.97	94.65	98.77	111.59	50.19	12.46	41.62	34.5	37.7	36.3
WBGene00225299	23.49	17.6	22.88	18.22	46.39	53.2	40.59	278.89	20.34	21.97	21.99	12.97
WBGene00225300	549.19	583.22	644.25	202.88	332.09	323.01	144.35	263.22	138.1	141.06	155.43	342.37
WBGene00225301	0	0.8	0.31	11.58	2.21	0	4.43	0	2.57	5.88	1.4	2.04
WBGene00225302	35.23	37.31	40.93	113.51	119.3	106.66	82.85	35.9	60.45	53.38	53.73	54.31
WBGene00225303	100.1	99.06	110.58	61.08	188.53	195.29	58.33	38.96	94.43	101.84	103.78	88.57
WBGene00225304	10.18	9.22	12.6	7.69	20.95	18.43	1.87	14.12	3.08	1.8	2.29	2.89
WBGene00225307	2.42	3.85	2.32	2.4	1.78	1.52	16.88	100.42	16.08	10.73	14.29	0
WBGene00225308	47.41	55.13	48.55	127.14	40.76	45.06	13.11	6.94	24.93	20.86	22.18	10.69
WBGene00225310	16.23	19.21	23.45	51.66	36.38	31.19	50.77	146.05	63.98	74.31	68.74	18.28
WBGene00225311	3.58	5.03	5.49	18.85	25.41	26.95	28.44	108.62	8.9	11.35	8.32	17.77
WBGene00225312	43.88	44.79	42.92	56.18	52.07	54.47	50.5	96.65	24.95	27.74	30.03	23.14
WBGene00225313	30.94	35.49	34.72	67.93	114.94	107.98	120.82	236.59	60.71	61.97	62.91	40.4
WBGene00225314	97.95	99.11	99.83	392.38	6.01	6.05	1075.49	9.79	621.22	643.97	651.32	17.09
WBGene00225315	55.32	54.72	51.56	164.65	88.23	68.42	135.65	7.23	104.52	103.77	106.66	53.75
WBGene00225316	56.46	53.79	62.71	53.34	98.06	96.12	35.08	61.08	17.49	17.38	17.95	72.53
WBGene00225317	61.98	72.51	83.05	54	93.94	72.65	83.55	204.07	59.02	75.86	63.67	49.26
WBGene00225318	16.8	18.77	24.78	23.16	29.29	22.57	38.15	47.21	11.35	7.05	13.49	10.46
WBGene00225319	23.68	24.26	25.75	13.34	32.87	35.83	43.35	230.56	19.66	17.51	20.11	22.09
WBGene00225320	12.87	13.79	15.18	24.35	22.19	21.48	13.26	148.32	7.61	8.07	7.58	13.29
WBGene00225321	12.79	14.43	11.06	14.06	5.24	6.9	37.65	61.18	19.04	21.98	19.11	12.69
WBGene00225322	41.8	47.67	53.12	29.29	62.73	58.73	30.64	151.02	22.31	21.12	24.12	20.79
WBGene00225323	0.78	0.97	1.38	7.73	7.62	9.44	19.72	0	2.09	0.48	1.42	0
WBGene00225324	1.8	2.67	3.95	62.72	9.24	9.18	24.8	74.97	7.17	5.25	8.99	1.71
WBGene00225325	9	4.02	10.34	27.15	14.21	19.99	39.39	0	13.89	7.9	10.58	14.82
WBGene00225326	76.13	84.86	78.28	214.73	128.48	127.97	131.24	9.11	114.63	116.22	132.06	78.37
WBGene00225327	208.71	217.53	213.52	73.19	106.4	106.63	35.21	23.91	27.22	34.07	30.26	102.75
WBGene00225329	75.38	65.6	81.44	59.2	116.21	118.22	66.44	104.49	49.22	50.23	54.56	100.64
WBGene00225330	439.9	470.46	486.14	448.14	147.09	139.78	1510.18	346.03	953.2	901.78	937.9	143.08
WBGene00225331	26.72	26.14	34.33	34.26	79.61	63.83	4.19	26.2	40.21	46.27	48.21	6.68
WBGene00225332	26.26	26.22	28.34	13.55	64.13	68.51	39.05	127.28	43.38	43.95	43.91	6.32
WBGene00225333	36.22	33.11	48.82	71.91	63.29	62.52	55.46	126.36	39.32	43.88	42.06	34.13
WBGene00225335	122.73	122.75	135.67	54.02	153.36	158.08	93.71	263.13	59.72	61.94	61.13	117.66
WBGene00225336	14.63	14.98	19.79	183.23	21.46	18.68	173.72	158.01	95	105.4	120.43	46.97
WBGene00225337	168.85	178.07	198.84	92.61	57.82	57.2	309.44	394.46	114.02	122.41	124.03	239.33
WBGene00225338	4.41	4.52	2.57	25.47	2.63	3.72	127.81	24.3	69.11	71.86	78.67	13.05
WBGene00225339	19.85	20.54	23.47	5.55	49.26	50.41	26.66	26.1	11.49	8.53	8.89	33.99
WBGene00225340	12.86	15.94	16.62	14.79	17.38	12.14	7.23	177.32	4.84	2.91	4.58	7.21
WBGene00225341	98.9	103.14	104.15	113.79	196.83	193.33	147.15	1.48	90.64	99.61	83.45	142.37
WBGene00225342	63.75	70.42	67.96	49.98	82.44	77.72	52.24	10.05	53.36	47.77	50.46	61.37
WBGene00225343	58.31	58.37	61.8	41.89	55.37	49.34	30.28	144.33	28.3	28.58	31.39	21.71
WBGene00225344	178.96	200.09	220.19	79.88	96.9	98.37	7.17	22.01	21.6	22.04	25.04	16.55
WBGene00225345	167.82	107.85	115.91	5.49	143.33	141.75	23.28	107.94	57.4	42.25	48.79	52.23
WBGene00225347	25.26	36.04	39.68	97.81	20.57	19.78	210.43	0	73.27	69.01	77.73	59.34
WBGene00225348	0.5	0.31	0.72	7.86	3.44	4.87	1.67	13.1	0	0.46	0	1.59
WBGene00225349	11.71	11.66	12.96	26.89	105.91	103.36	49.32	35.92	35.71	29.78	34.22	21.43
WBGene00225350	658.86	751.62	715.34	391.41	461.3	486.17	817.11	11.45	764.47	820.92	827.22	223.72
WBGene00225352	7.66	6.06	5.8	31.45	41.58	33.73	48.22	0	10.74	6.61	7.4	15.48
WBGene00225353	26.73	20.35	27.51	57.03	58.62	57.38	47.68	31.3	22.09	24.43	21.19	30.21
WBGene00225354	234.73	249.55	212.66	76.31	192.2	198.09	83.63	3.4	75.1	86.13	81.57	118.63
WBGene00225356	10.32	7.25	10.27	26.52	54.04	36.36	31.07	326.2	18.9	16.3	17.29	7.94
WBGene00225357	7.4	14.06	12.04	97.85	30.46	19.13	103.17	231.62	15.09	23.44	20.93	2.34
WBGene00225358	426.08	494.41	528.56	116.97	399.13	431.16	121.98	29.44	102.95	115.88	115.63	246.29
WBGene00225359	28.32	33.03	30.03	58.62	223.54	249.09	64.35	91.05	79.01	68	72.91	41.3
WBGene00225361	0	0	0.11	93.33	2.46	4.21	0.11	8.9	0	0	0	0.76
WBGene00225362	2.36	1.46	1.13	21.22	11.14	12.48	26.53	39.59	14.91	16.18	14.13	1.87
WBGene00225363	38.77	38.8	41.75	39.06	79.29	87.38	96.94	0	93.51	101.74	114.65	51.91
WBGene00225364	23	27.34	26.4	9.33	114.17	99.52	10.59	215.98	4.97	6.83	4.68	6.51
WBGene00225366	16.76	21.19	23.23	28.95	46.26	47.43	43.84	60.72	20.75	21.6	22.23	47.03
WBGene00225367	11.85	14.69	12.29	17.64	2.03	5.22	17.76	0	16.28	25.27	15.47	6.88
WBGene00225368	1.94	3.61	4.89	0.28	10.84	5.57	2.23	101.43	0.65	1.78	0.53	0.77
WBGene00225369	115.11	125.29	122.5	199.5	160.28	147.58	237.25	141.29	265.88	265.65	263.26	267.14
WBGene00225370	24.37	21.07	24.48	13.43	25.03	26.07	57.65	12.97	34.35	34.74	37.58	10.38
WBGene00225371	34.75	34.07	36.44	37	65.7	69.96	27.84	239.41	23.21	26.82	22.02	40.33
WBGene00225372	1.4	2.22	1.81	413.52	11.29	10.54	8.73	124.81	6.36	7.29	3.69	5.68
WBGene00225373	71.08	70.67	80.65	44.71	36.87	34.85	95.22	2.14	35.82	34.04	41.78	237.17
WBGene00225374	160.67	181.82	202.65	128.15	166.27	177.73	195.93	169.22	65.45	69.75	72.46	159.72
WBGene00225375	131.76	130.55	140.79	34.11	148.02	134.06	66.02	74.78	45.87	49.23	50.31	80.61
WBGene00225376	48.91	52.84	59.1	82.16	54.42	57.52	30.31	12.05	30.63	35.09	32.1	23.98
WBGene00225377	471.89	483.82	552.14	304.33	268.7	274.38	173.41	0	154.41	156.54	163.31	198.42
WBGene00225378	13.13	13.36	13.58	31.81	28.55	27.06	52.36	218.37	21.19	19.71	21.68	15.95
WBGene00225379	5.53	5.58	6.75	49.25	13.72	14.99	2.2	4.33	0.39	0.53	1.58	21.17
WBGene00225380	1.55	2.64	3.06	8.87	4.32	4.27	0.22	37.53	0.26	0	0.42	3.37
WBGene00225381	14.65	13.56	14.3	15.96	14.97	16.42	40.6	17.64	15.54	11.35	15.29	11.24
WBGene00225382	15.33	19	18.35	38.24	108.71	113.51	435.19	26.66	66.6	61.65	57.28	72.79
WBGene00225383	69.47	71.95	76.52	91.8	266.5	265.41	285.93	3.95	98.35	85.77	101.54	114.95
WBGene00225384	25.7	22.34	23.44	19.08	53.49	44.98	50.87	290.5	16.52	24.49	22	21.01
WBGene00225385	251.59	285.53	272.59	82.97	275.51	286.05	103.8	19.5	115.18	121.3	128.33	128.56
WBGene00225386	61.77	49.08	58	108.04	39.02	33.18	10.52	116.91	6.52	6.09	4.05	179.04
WBGene00225387	8.92	4.02	6.21	4.23	15.29	4.29	16.91	138.93	3.23	0	7.06	21.8
WBGene00225388	36.4	36.86	41.2	135.79	79.24	80.18	98.55	323.4	81.43	84.43	83.39	34.33
WBGene00225389	423.3	503.95	508.25	147.55	263.1	273.34	84.73	81.98	99.91	106.75	109.41	177.99
WBGene00225390	19.42	29.77	35.96	67.59	45.59	49.55	98.8	156.17	59.12	65.39	61.18	33.97
WBGene00225391	26.88	26.01	32.47	54.79	35.57	38.13	27.47	282.36	17.02	18.71	18.94	24.31
WBGene00225393	9.92	12.29	10.44	42.56	26.08	23.3	39.87	88.68	21.97	16.91	24.46	14.64
WBGene00225394	28.33	22.1	25.86	57.21	70.19	60.57	193.81	473.09	45.34	45.07	53.66	45.66
WBGene00225395	0.28	0	0	3.37	0.48	0.98	0.89	26.83	0	0	0	0.44
WBGene00225396	148.78	173.7	158.59	210.49	111.69	105.51	43.98	35.06	84.22	85.48	90.21	72.82
WBGene00225397	554.89	566.41	544.59	280.11	271.41	281.2	294.47	0	385.23	397.79	407.08	324.1
WBGene00225400	141.5	190.86	217.96	59.97	140.48	130.43	122.31	92.22	77.5	83.02	98.15	29.63
WBGene00225401	0	0.38	0.73	0.53	0.52	0.54	0.77	0	0	0	0	0
WBGene00225402	46.51	49.49	60.14	29.3	98.55	90.65	87.24	44.85	24.01	24.67	27.78	50.79
WBGene00225403	6.12	9.18	6.47	30.44	52.46	48.8	95.75	0	31.68	36.48	33.28	15.28
WBGene00225404	2.96	2.94	3.5	20.51	4.07	3.13	232.14	126.6	6.57	9.03	9.24	13.44
WBGene00225405	1605.53	1666.75	1747.67	1350.41	2033.35	2094.78	259.93	13.33	302.14	320.48	324.65	1285.43
WBGene00225406	36.58	35.6	39.57	125.84	69.05	68.74	64.77	1.24	55.74	61.05	69.79	41.76
WBGene00225407	79.5	76.2	89.25	50.74	54.03	44.06	86.21	3.73	47.2	52.08	43.52	74.36
WBGene00225408	0	0	0.87	2.11	3.12	3.21	13.16	38.46	2.02	0.55	1.32	1.92
WBGene00225409	18.3	26.56	27.27	9.7	6.28	5.07	104.18	0	79.94	103.19	106.94	1.65
WBGene00225410	9.28	12.72	16.36	29.45	11.82	10.66	22.9	176.09	44.51	45.24	49.43	13.35
WBGene00225414	0.81	0	0.39	1.89	76.68	25.07	0.19	5687.59	0	0	0.88	2.57
WBGene00225415	56.48	75.81	54.29	266.63	259.59	147.77	322.1	38981.04	34.58	30.78	37.19	66.24
WBGene00225416	0	0	0	0	24.8	11.83	0	415.67	0	0	0	0
WBGene00225418	0	0	0	0	1.97	1.01	0.13	0	0	0	0	0
WBGene00225420	55.33	52.15	55.89	51.93	78.83	76.27	45.1	4.65	41.84	38.34	46.61	58.69
WBGene00225421	8.16	17.89	12.01	67.34	12.92	18.25	51.23	4.68	60.91	119.29	96.28	21.85
WBGene00225422	20.73	29.79	23.3	56.64	15.46	11.65	93.09	206.01	35.56	45.58	48.71	7.13
WBGene00225423	33.76	30.31	37.28	36.23	32.83	28.81	55.9	156.51	27.92	25.75	27.19	12.62
WBGene00225424	4.95	5.61	5.7	3.24	9.76	9.56	1.16	38.48	0.14	0	0.11	1
WBGene00225425	1.3	1.07	0.41	2.26	10.4	9.16	4.17	0	2.3	2.37	1.88	3.43
WBGene00225426	6.01	3.1	5.27	0.29	20.62	21.62	2.87	0	0	0	1.63	1.58
WBGene00225427	7.47	5.29	8	33.02	14.04	10.03	16.97	479.97	35.48	31.87	37.56	13.51
WBGene00225428	0.27	0.34	0.39	13.11	0.47	0.24	1.62	2.03	1.45	0.5	0.3	0.43
WBGene00225429	135.06	126.07	131.8	40.74	113.99	116.1	23.44	4.92	20.83	18.08	20.27	2.61
WBGene00225430	15.63	11.5	16.36	36.97	62.42	51.65	34.5	360.38	19.81	23.21	26.04	30.53
WBGene00225431	152.49	150.72	186.04	224.67	268.36	262.14	269.02	9.85	242.58	264.99	262.77	151.32
WBGene00225433	241.45	256.14	274.23	120.83	221.44	219.14	241.53	2	239.91	244.76	244.91	155.49
WBGene00225434	1.15	2.13	4.11	1.66	19.66	19.45	3.61	79.02	0	1.05	1.56	11.34
WBGene00225435	26.19	24.88	26.62	52.52	114.03	119.48	67.33	79.94	31.34	33.74	32.84	51.51
WBGene00225437	9	7.25	10.7	44.81	26.25	22.08	41.52	87.2	13.76	12.34	11.1	7.83
WBGene00225438	19.04	24.93	27.04	31.78	44.87	42.83	28.89	1.15	17.49	17.25	19.03	29.39
WBGene00225439	55.22	71.13	74.7	54.76	103.47	99.79	56.89	248.73	42.6	48.8	46.75	40.91
WBGene00225440	9.51	11.79	12.78	37.56	2.51	5.8	32.05	49.08	20.43	28.75	25.48	1.16
WBGene00225441	37.56	48.92	49.6	17.65	60.2	50.01	47.91	46.99	19.68	23.05	22.08	37.31
WBGene00225442	21.03	20.96	24.28	159.45	66.2	67.64	325.61	42.01	152.79	171.98	160.66	9.61
WBGene00225443	6.02	5.42	7.33	19.03	25.33	22.17	115.74	0	21.81	19.99	14.28	12.98
WBGene00225444	16.71	21.88	21.45	30.45	68.2	71.12	49.94	5.9	28.85	27.94	29.21	52.51
WBGene00225445	1.78	1.11	1.71	21.73	19.13	16.9	166.39	9.97	22.53	25.27	15.53	11.29
WBGene00225446	6.77	5.87	8.96	451.8	20.5	25.04	10.81	11.77	0.3	0	0.74	3.57
WBGene00225447	195.66	217.05	238.76	71.17	86.45	82.33	79.54	21.37	61.02	62.53	64.2	125.78
WBGene00225448	9.86	16.93	15.01	8.31	62.25	61	28.1	135.22	11.02	11.05	13.89	28
WBGene00225449	18.64	24.4	21.74	9.59	29.72	30.31	0.96	91.96	5.24	5.76	7.43	19.11
WBGene00225450	0	0	0	58.04	0	0	0.07	0	0	0	0.33	0.48
WBGene00225451	6.06	8.36	8.28	43.06	9.2	10.67	0	25.79	0	0	0	0.27
WBGene00225452	43.43	50.74	53.13	37.01	67.4	64.97	42.13	23.26	34.91	35.74	39.06	53.17
WBGene00225453	78.07	79.83	92.23	118.84	114.5	112.79	236.25	82.19	96.08	102.37	111.79	73.02
WBGene00225454	148.84	151.47	148.45	58.7	161.35	167.88	160.41	0	182.06	180.62	177.71	360.8
WBGene00225455	5.75	5.63	7.36	29.24	16.37	18.86	5.08	243.1	4.44	4.23	4.23	1.32
WBGene00225456	12740.66	10410.34	9795.83	4024.43	6637.05	6860.25	4988.11	29.59	4845.81	4766.99	4845.08	31730.32
WBGene00225457	21.96	23.25	31.54	126.28	13.17	10.71	373.54	61.98	250.92	264.23	253.37	4.39
WBGene00225458	46.48	45.04	51.2	27.75	47.36	54.74	71.12	3.43	37.32	28.59	37.8	24.39
WBGene00225459	17.23	17.28	20.81	2.76	2.25	3.76	1.39	64.81	0.87	1.5	1.25	0.52
WBGene00225460	155.7	177.83	190.66	36.45	318.16	310.62	175.57	3.24	111.31	114.46	113.1	48.86
WBGene00225461	252.48	260.72	281.43	227.97	204.36	209.88	146.19	95.6	102.9	102.05	106.52	117.47
WBGene00225462	44.19	42.29	44.02	105.64	69.64	76.3	88.15	34.81	55.41	56.47	65.67	40.36
WBGene00225463	15.49	20.94	23.46	41.17	14.98	17.13	22.22	29.39	14.61	14.42	15.02	10.7
WBGene00225464	5.09	6.06	7.68	33.58	17.44	13.62	4.22	7.29	3.9	3.93	5.53	1.86
WBGene00225465	1.75	1.24	1.31	11.15	2.57	3.3	205.44	22.32	12.28	16.42	14.93	0.79
WBGene00225466	3.53	5.46	4.43	8.95	6.8	6.6	42.55	19.71	14.06	16.91	16.78	4.88
WBGene00225467	11.1	13.1	13.36	13.47	13.68	12.68	17.01	12.92	7.38	9.19	8.87	4.66
WBGene00225468	60.85	57.59	63.91	100.72	63.06	65.16	110.17	0	76.41	68.73	67.59	72.88
WBGene00225469	0	0	0	0	0.98	0.51	0.13	59.8	0	2.1	1.87	0
WBGene00225470	153.1	162.85	161.65	181.27	162.41	167.7	370.34	21.06	311.28	327.15	318.03	165.48
WBGene00225471	24.27	28.02	30.41	15.09	16.48	21.83	41.22	87.66	45.38	38.91	43.9	27.79
WBGene00225473	11.74	12.47	11.64	17.87	26.61	24.2	26.3	34.37	6.41	7.28	7.3	24.22
WBGene00225474	50.95	59.27	65.7	13.15	60.04	62.68	15.51	7.43	5.96	5.46	5.83	4.93
WBGene00225475	66.85	71.99	78.59	65.7	67.04	66.16	37.49	145.64	31.51	35.55	37.33	56.95
WBGene00225476	4.24	3.11	3.45	3	14.26	12.03	29.61	167.2	4.38	3.44	5.63	0.99
WBGene00225477	45.75	46.36	49.96	94.59	83.9	80.15	64.8	92.56	41.54	41.73	44.24	51.51
WBGene00225478	23.67	24.32	25.3	31.04	53.9	50.87	36.69	15.37	23.68	27.28	25.31	47.89
WBGene00225479	8.29	14.6	12.64	21.27	24.33	27.31	36.03	1.63	7.83	11.97	7.84	13.81
WBGene00225480	9.97	8.35	10.1	30.43	12.57	12.4	40.32	0	24.55	25.17	20.09	9.28
WBGene00225481	38.39	35.67	42.43	33.66	54.08	62.01	110.23	0	67.44	69.32	71.6	34.71
WBGene00225482	72.05	83.46	85.36	47.51	91.11	94.5	43.42	157.13	29.2	34.36	35.14	63.54
WBGene00225483	7.8	6.44	8.21	31.07	22.3	21.54	53.19	38.76	6.91	5.7	10.75	8.23
WBGene00225484	21.27	24.16	26.72	14.91	26.35	19	13.21	59.44	10.21	14.04	11.89	21.03
WBGene00225485	58.49	52.79	51.14	54.13	75.55	81.76	51.2	174.88	27.36	39.26	33	81.97
WBGene00225486	1.11	1.57	2.5	6.61	5.16	3.63	10.17	30.69	2.32	0.58	1.72	1.75
WBGene00225488	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00225489	239.16	262.63	292.98	186.92	197.46	181.79	246.96	1.62	183.44	182.95	180.19	115.35
