# Gene expression in TPM for each run in  study SRP066611
	SRR2954987	SRR2954988	SRR2954989	SRR2954990	SRR2954991	SRR2954992	SRR2954999	SRR2955000	SRR2955001	SRR2954996	SRR2954997	SRR2954998	SRR2955005	SRR2955006	SRR2954993	SRR2954994	SRR2954995	SRR2955002	SRR2955003	SRR2955004
WBGene00268554	0	0	0	0	0	0	0	0	4.8	4.93	0	0	0	0	0	0	0	0	0	0
WBGene00268555	0	0	0	0	0	0	0	0	0	4.1	0	0	0	0	0	0	0	0	0	0
WBGene00268556	24.55	20.06	0	5.67	14.7	0	12.08	12.57	11.19	0	13.55	39.1	0	12.1	0	24.09	11.78	15.38	0	11.87
WBGene00268557	0	0	0	0	0	0	0	0	0	15.32	0	0	0	0	0	0	0	0	0	0
WBGene00268558	202.39	168.81	138.75	202.71	225.86	193.32	189.42	153.73	196.45	207.77	144.51	98.1	136.08	193.47	187.65	181.32	206.96	173.6	186.03	156.3
WBGene00268559	1.81	0.86	3.36	0.73	0	3.54	0	0	0	2.97	0	5.05	0	0	0	0	0	0	0	6.13
WBGene00268560	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268561	0	1.65	2.14	0.47	2.41	0	1.98	4.13	0.61	1.89	0	0	2.23	3.97	0	3.95	0	0	0	0
WBGene00268562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268564	1.44	2.05	2.67	4.07	9.03	5.61	0	7.72	2.29	4.71	2.78	0	8.33	14.87	2.23	2.47	7.24	12.6	0	4.86
WBGene00268565	1.28	0	0	0	0	0	0	0	0	0	0	7.14	4.95	0	0	0	0	0	0	0
WBGene00268566	0	0.68	2.67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268567	0	0	0	0	0	0	0	5.97	1.77	0	0	0	0	0	0	0	0	0	0	5.64
WBGene00268568	4.4	0	3.26	2.13	3.69	0	0	0	0	0.96	3.4	9.81	0	0	2.73	0	0	0	0	0
WBGene00268569	0	0	0	3.71	19.26	0	0	0	0	0	17.76	0	0	0	0	0	15.44	0	18.08	0
WBGene00268570	911.1	848.79	835.48	833.97	905.17	1076.97	771.65	774.08	660.8	1453.91	896.83	755.69	755.13	665.71	969.33	950.91	1185.13	523.86	849.57	827.94
WBGene00268571	24.02	9.81	25.47	6.94	7.19	13.4	5.91	6.15	5.47	14.99	13.26	0	13.27	23.67	10.65	11.79	17.3	0	13.5	5.81
WBGene00268572	0	0	0	0	0	0	0	4.59	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268573	172.21	126.77	183.45	119.9	164.34	93.23	199.67	134.43	237.45	176.85	112.01	95.04	98.88	147.01	174.52	81.98	217.69	104.65	187.77	138.44
WBGene00268574	4.56	6.52	0	0	0	8.9	7.85	0	0	4.97	0	0	0	0	0	0	0	0	0	0
WBGene00268575	0	1.38	2.68	0.58	0	2.82	0	0	0.77	3.15	5.58	0	2.79	0	0	2.48	2.43	0	0	2.44
WBGene00268576	40.33	36.78	58.56	75.13	117.58	61.64	90.6	69.13	68.98	84.25	33.88	29.32	67.8	24.19	87.03	54.2	64.81	23.06	68.97	88.99
WBGene00268577	12.28	13.37	19.52	11.34	14.7	13.7	18.12	12.57	9.32	5.74	6.78	19.55	0	12.1	16.32	0	0	7.69	0	23.73
WBGene00268578	4.7	2.99	11.63	3.8	0	0	0	0	3.33	0	0	8.74	0	0	4.86	0	0	6.87	0	5.3
WBGene00268579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268580	0	1.94	0	3.29	0	7.95	0	0	0	0	0	11.34	7.87	7.02	0	0	0	0	0	0
WBGene00268581	0.87	0	0	0.7	7.3	0	3	0	0	6.66	0	4.86	0	0	2.7	5.98	2.93	0	0	0
WBGene00268582	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268585	44.22	41.36	69	38.41	22.51	41.97	31.31	41.47	34.71	7.22	35.13	32.25	20.77	47.03	39.74	39.74	11.11	41.67	35.76	32.16
WBGene00268586	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268587	0	0	0	0.96	0	0	0	0	1.27	0	0	0	0	0	0	4.09	0	0	4.68	0
WBGene00268588	45.48	34.32	14.06	32.17	31.76	37	39.16	40.75	48.35	33.1	21.97	52.81	65.93	26.14	23.51	52.06	38.2	49.85	44.72	38.47
WBGene00268589	4.6	4.82	3.41	3.72	1.93	5.39	1.58	1.65	3.91	2.01	8.88	15.38	3.56	4.76	8.56	6.32	0	2.02	0	6.22
WBGene00268590	66.64	74.73	72.72	38.02	0	45.93	27	28.1	12.5	21.4	45.44	65.55	15.15	27.04	48.63	40.39	13.17	68.74	15.42	39.79
WBGene00268591	3.04	2.17	2.82	1.23	3.18	0	2.62	8.16	4.04	0.83	0	0	5.87	5.24	0	0	0	0	2.99	5.14
WBGene00268592	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268593	41.89	12.7	21.19	12.31	39.89	29.74	0	0	6.07	16.63	7.36	10.61	14.72	0	11.81	19.62	19.19	8.35	7.49	6.44
WBGene00268594	0.8	0	0	0	0	3.12	0	0	1.7	0	0	0	0	0	0	0	0	0	0	0
WBGene00268595	2.75	7.86	0	0	0	21.47	0	0	14.61	3	10.62	0	0	0	0	37.75	18.47	24.1	54.04	27.89
WBGene00268596	0	0	0	0	16.19	0	0	0	0	4.22	0	0	0	0	0	0	0	0	0	0
WBGene00268597	3.11	4.94	7.7	5.03	0	8.1	0	3.72	0	2.26	4.01	0	0	3.58	6.43	0	0	0	8.16	3.51
WBGene00268599	14.29	10.48	6.12	7.11	13.82	10.73	9.46	1.97	8.18	16.2	12.74	9.19	17	13.27	5.11	5.66	7.39	7.23	8.65	18.59
WBGene00268600	3.93	6.24	4.86	4.76	2.74	0	0	2.35	0	0.72	5.06	0	7.6	2.26	2.03	2.25	4.4	0	5.15	2.22
WBGene00268601	2.22	3.52	2.74	1.19	6.19	5.77	0	2.65	0.78	4.84	2.85	0	2.85	0	0	2.54	2.48	0	5.81	2.5
WBGene00268602	0	1.1	4.3	0	0	0	0	0	1.23	0	0	0	0	0	0	0	0	0	0	0
WBGene00268603	1.49	3.56	0	0.6	3.13	0	0	0	0	0	2.89	0	0	0	0	2.56	2.51	0	0	2.53
WBGene00268604	0	0	0	0	0	0	0	0	1.21	0	0	0	0	0	0	0	0	0	0	0
WBGene00268605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.4	0	0	0	0	0
WBGene00268606	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268607	0	0	0	0	0	0	0	1.91	0	0.58	0	0	0	0	0	0	0	0	0	0
WBGene00268608	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268609	3.53	1.44	3.75	1.22	0	1.97	0	1.81	4.29	2.76	3.9	2.81	3.9	1.74	0	3.47	5.09	2.21	5.96	3.42
WBGene00268610	22.44	24.44	25.76	10.79	8.95	20.86	11.04	11.49	5.68	18.08	33.03	26.8	8.26	7.37	14.91	9.17	16.15	25.76	14.71	9.04
WBGene00268611	0.48	0.46	1.79	1.17	2.02	3.77	0	1.73	2.05	0.53	0	5.37	3.73	0	1.5	0	0	4.23	0	0
WBGene00268612	2.12	1.52	3.93	0.43	0	2.07	0	0	0.56	1.74	0	0	0	1.83	1.64	0	0	0	4.17	1.79
WBGene00268613	2.74	3.14	6.1	3.99	2.3	0	3.78	1.97	3.5	0.6	2.12	6.11	2.12	1.89	1.7	1.88	1.84	2.4	0	3.71
WBGene00268614	6.38	4.06	9.87	3.87	4.46	2.08	0	1.91	2.26	4.07	2.06	0	4.11	7.34	1.65	5.48	7.15	0	0	3.6
WBGene00268615	2.73	2.6	2.02	3.08	4.57	2.13	1.88	5.86	2.9	2.38	2.11	6.08	6.32	0	6.76	3.74	0	0	2.14	3.69
WBGene00268616	111.95	98.25	105.49	183.86	126.59	152.69	97.93	171.94	226.7	176.56	130.47	89.15	164.89	232.89	192.92	146.46	197.03	202.56	139.79	120.24
WBGene00268617	5.79	9.21	7.17	17.17	24.28	7.54	33.26	13.84	28.75	33.74	22.39	10.77	7.47	19.99	23.96	33.17	45.43	59.28	0	19.6
WBGene00268618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268619	0	0	0	0	0	0	0	4.11	0.61	0	0	0	0	0	0	1.97	0	0	0	0
WBGene00268620	51.82	70.75	77.94	76.98	35.21	71.11	43.41	65.24	52.11	62.69	70.35	54.64	37.9	19.32	47.78	62.52	42.35	61.4	49.57	37.9
WBGene00268621	0	4.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268622	11.56	11.02	13.4	5.26	9.08	11.29	2.49	5.18	4.61	10.25	13.96	16.11	2.79	4.98	13.44	4.96	0	3.17	11.36	2.44
WBGene00268623	3.6	0	0	0	0	0	0	0	0	3.93	0	0	0	0	0	0	12.1	0	0	0
WBGene00268624	0	3.79	0	0	0	0	0	0	6.34	2.17	0	0	0	6.86	0	0	0	17.44	0	0
WBGene00268625	0	21.17	27.47	5.98	31.03	0	102.01	0	7.87	32.34	57.22	0	28.63	51.07	45.93	0	24.88	97.38	29.12	25.05
WBGene00268626	0	0	0	0	0	0	0	0	0	3.78	0	0	0	0	0	0	0	0	0	0
WBGene00268627	1.76	3.35	6.53	8.53	11.06	20.62	6.06	25.22	19.64	8.64	13.6	4.9	27.21	21.24	8.19	15.11	8.87	7.71	10.38	8.93
WBGene00268628	0	2.02	0	0	0	0	0	0	0	2.32	0	0	8.2	0	0	0	0	0	8.34	0
WBGene00268629	10.61	8.09	7.87	5.14	0	8.28	0	0	2.25	11.58	0	0	8.2	0	6.58	0	0	9.3	8.34	0
WBGene00268630	0	0	13.36	0	0	0	0	12.91	0	0	0	0	0	0	0	0	12.1	0	28.34	0
WBGene00268633	4.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268634	13.74	23.58	0	15.55	0	10.73	47.32	29.54	14.61	15	21.24	0	21.25	9.48	8.52	9.44	27.7	12.05	10.81	18.59
WBGene00268635	14.05	10.58	10.98	7.18	3.1	5.78	5.1	13.26	3.93	11.31	5.72	4.12	8.58	15.31	13.77	15.24	9.94	0	2.91	0
WBGene00268636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268637	0	0.75	0	0	0	3.06	0	0	0	0.86	3.03	0	0	0	0	0	0	0	0	0
WBGene00268638	0.96	0.91	0	5.43	4.02	0	0	0	5.1	3.14	0	5.34	7.41	0	5.95	9.88	6.44	0	18.86	12.98
WBGene00268639	3.7	0	0	5.98	0	14.46	0	0	7.87	0	0	0	14.31	0	0	0	0	0	0	12.52
WBGene00268640	1.74	1.99	0	4.51	0	4.08	2.4	1.25	1.85	3.8	1.35	3.88	1.35	0	4.32	8.38	5.85	3.06	4.11	7.07
WBGene00268641	0	0.6	2.35	2.56	5.31	0	2.18	9.08	2.02	2.07	2.45	7.06	0	0	0	4.35	6.38	0	4.98	4.28
WBGene00268642	4.6	7.67	4.26	6.5	9.63	4.49	7.91	12.35	4.89	7.53	4.44	0	4.44	3.96	3.56	3.95	3.86	10.07	0	0
WBGene00268643	26.66	8.47	51.8	13.34	15.96	9.91	0	4.55	2.7	2.77	0	7.08	0	0	11.81	4.36	0	0	0	12.88
WBGene00268644	95.01	85.53	97.91	21.33	33.18	82.46	45.45	18.92	39.28	86.45	61.19	29.42	20.41	27.31	40.93	54.38	97.54	46.28	20.76	44.64
WBGene00268645	0	0	0	0	0	17.07	0	0	0	0	0	0	16.89	0	0	0	0	0	0	0
WBGene00268646	3.46	6.6	7.71	3.36	8.7	10.82	2.38	9.92	7.36	2.27	2.68	0	5.35	9.55	2.15	4.76	0	3.04	0	9.37
WBGene00268647	11.94	3.79	0	3.22	0	0	0	0	0	4.34	0	0	0	0	12.34	0	13.37	0	0	0
WBGene00268648	51.83	35.29	0	47.88	31.03	57.84	51	53.07	39.36	8.08	57.22	123.81	0	0	22.97	76.28	24.88	97.38	29.12	0
WBGene00268649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268650	0	6.87	0	14.56	0	14.07	0	12.91	3.83	23.6	13.92	20.08	27.85	0	11.17	0	36.31	0	0	0
WBGene00268651	0	0	0	0	0	0	0	0	0.52	0	0	0	0	0	0	0	0	0	0	0
WBGene00268652	6.35	0	0	5.13	0	0	0	0	3.37	0	0	0	0	0	0	0	0	0	12.48	0
WBGene00268653	3.17	0	0	0	0	12.39	0	0	3.37	0	0	0	0	0	0	0	0	0	0	0
WBGene00268654	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268655	1.17	1.12	0	0.95	0	0	0	8.39	0	1.28	0	0	0	0	0	0	0	0	0	0
WBGene00268656	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268657	4772.8	2971.06	3483.48	3934.51	3660.87	5893.15	7451.7	6850.49	6011.13	18004.33	4865.32	4457.29	8847.41	15309.81	3664.85	3503.02	10940.15	10656	7730.31	8390.61
WBGene00268659	0	2.27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268660	0	2.28	0	4.83	0	0	0	0	1.27	1.31	0	0	0	0	0	0	8.03	0	0	0
WBGene00268662	0.69	0	0	0.56	0	2.7	0	2.48	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268663	0	7.16	0	3.03	15.73	0	0	0	0	4.1	0	0	0	0	0	0	0	16.46	0	0
WBGene00268664	70.56	82.21	29.09	6.34	0	0	0	56.19	8.33	0	30.29	0	0	0	0	0	0	0	0	0
WBGene00268665	19.83	8.4	16.35	19.59	27.69	17.21	0	31.58	7.03	7.22	17.03	12.28	34.07	7.6	6.83	0	7.4	19.32	8.66	14.91
WBGene00268667	3.55	13.55	0	2.87	0	0	24.48	0	3.78	3.88	0	0	0	0	11.02	0	0	0	0	0
WBGene00268668	20.08	18.18	20.49	12.98	16.83	7.84	15.56	10.79	14.94	8.77	13.58	19.59	13.59	0	9.34	8.62	6.75	22.01	5.92	23.78
WBGene00268669	57.49	39.86	77.56	46.47	21.9	20.41	36	37.46	72.23	57.07	60.59	58.27	20.21	54.08	81.06	71.8	105.36	68.74	102.78	17.68
WBGene00268670	0.88	0.28	1.09	0.47	0	0	0	0	0.62	0.96	0	1.63	3.4	3.03	0.91	4.03	0.99	0	0	0.99
WBGene00268671	3.34	3.18	0	0	7	0	0	0	0	0	0	0	0	0	5.18	0	0	0	0	5.65
WBGene00268672	3.27	0	0	3.97	0	6.39	5.63	11.72	3.48	3.57	6.32	0	0	5.64	0	11.23	10.99	0	6.43	5.53
WBGene00268673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268674	8.6	0	0	3.48	0	33.58	14.81	0	0	0	0	0	16.62	0	0	0	0	0	16.91	14.55
WBGene00268675	368.47	293.95	504.17	249.25	197.12	204.13	243.02	243.49	347.27	285.33	302.95	203.93	202.07	261.37	194.54	412.83	395.12	297.88	298.07	194.51
WBGene00268676	21.15	44.36	78.49	30.78	35.46	33.05	29.15	0	13.49	13.86	49.05	47.17	16.36	14.59	13.12	29.06	14.22	18.55	0	14.31
WBGene00268681	0	1.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268682	3.37	0	0	2.73	0	0	0	0	3.59	0	0	0	0	0	0	11.59	0	0	0	0
WBGene00268683	0	0	0	0.64	0	0	0	2.85	0	0	0	0	0	2.74	0	0	0	0	0	0
WBGene00268684	69.47	36.49	78.9	63.03	71.3	60.91	43.95	60.97	91.95	145.52	153.41	39.51	115.11	78.24	96.75	68.17	219.14	37.3	27.88	38.37
WBGene00268685	0	0	0	0	8.73	0	0	0	0	0	0	11.61	0	0	0	0	0	0	8.19	0
WBGene00268686	0	0	0	0.66	0	0	0	0	0.87	2.69	0	0	0	0	0	0	0	0	0	2.78
WBGene00268687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268688	0	2.27	0	0	0	0	0	0	0	0	0	0	9.2	0	0	0	0	0	0	0
WBGene00268689	1.07	2.03	3.96	5.17	4.47	0	0	0	0	2.33	0	0	0	3.68	0	3.66	3.58	0	0	3.61
WBGene00268690	3.45	5.76	6.4	6.28	10.84	13.48	5.94	21.64	6.42	10.36	13.33	0	13.34	8.93	5.35	5.92	2.9	3.78	0	8.76
WBGene00268691	0	0	0	0	0	0	0	2.51	0.75	0	0	0	0	0	0	0	0	0	2.76	0
WBGene00268692	0.54	0	4.02	0.44	0	0	1.86	0	0	0	2.09	0	0	1.87	0	0	0	2.37	0	0
WBGene00268693	347.02	257.09	335.87	318.61	347.75	250.45	285.81	283.87	352.88	193.56	284.23	231.27	408.32	266.69	292.49	323.85	247.13	496.11	333.81	293.51
WBGene00268694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268695	4.07	2.22	2.16	3.29	7.32	2.27	2	2.09	2.47	4.45	4.5	12.98	4.5	0	7.22	6	5.87	2.55	2.29	3.94
WBGene00268696	0	0	0	0	0	0	0	9.1	0	0	0	14.15	0	8.76	0	0	8.53	0	0	0
WBGene00268697	1.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268698	44.14	19.24	23.4	72.39	63.43	59.11	52.13	31.64	60.34	56.46	43.87	42.18	19.51	21.75	35.21	51.98	72.04	11.06	44.65	25.6
WBGene00268699	24.8	53.18	46	70.15	25.98	24.21	106.75	22.21	13.18	81.22	119.77	34.55	0	42.76	57.68	63.87	187.45	54.35	73.14	41.94
WBGene00268700	0	2.31	8.99	3.92	0	0	0	0	0	5.29	0	0	0	0	0	0	0	0	9.53	0
WBGene00268701	5.44	2.75	20.18	17.85	24.14	18.75	14.33	21.79	27.55	5.94	13.6	10.7	9.9	13.24	14.89	7.69	1.08	30.86	8.81	28.15
WBGene00268702	3.65	10.44	13.55	0	0	0	0	0	3.88	3.99	0	0	14.12	0	0	12.54	0	0	0	0
WBGene00268703	0	1.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268704	79.09	46.67	97.81	83.21	94.69	58.84	108.09	76.48	70.73	78.13	33.96	83.97	29.12	47.63	183.01	129.33	84.36	44.03	49.38	42.47
WBGene00268706	10.12	17.37	0	16.36	28.28	18.45	9.3	7.26	15.07	14.74	10.43	26.33	10.44	11.64	10.47	18.54	11.34	20.71	23.89	9.13
WBGene00268707	30.54	23.82	41.21	22.44	11.64	32.53	0	19.9	14.76	15.16	21.46	0	10.73	9.58	34.45	0	27.99	0	0	18.79
WBGene00268708	0.76	2.9	2.82	0.61	3.18	5.93	2.62	2.72	1.61	1.66	2.93	8.47	0	2.62	2.36	5.22	0	0	2.99	0
WBGene00268709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268710	109.04	74.25	83.48	118.22	108.8	118.3	71.54	96.14	122.37	75.59	107.02	110.95	60.23	53.73	102.01	118.88	119.22	91.06	98.71	84.91
WBGene00268711	31.19	36.04	52.6	67.23	55.45	33.23	52.09	60.97	57.28	30.96	87.66	52.69	36.54	39.12	64.5	58.43	47.64	66.3	63.2	47.97
WBGene00268712	18.93	15.03	35.11	16.57	26.44	49.28	10.86	28.26	10.06	34.44	24.38	17.58	24.39	10.88	0	27.08	21.2	20.74	18.61	26.68
WBGene00268713	3.8	5.07	0	0.61	0	0	0	0	0	4.15	0	0	0	0	0	0	0	0	0	0
WBGene00268714	0	0	0	0.7	0	0	0	3.08	0	0	3.32	0	0	2.97	0	2.95	0	0	3.38	0
WBGene00268715	3.21	1.02	0	3.46	0	4.18	3.69	0	0	0	4.14	0	0	3.69	3.32	0	0	0	0	0
WBGene00268716	5.77	3.05	7.13	14.5	21.48	10.01	24.28	20.67	14.3	9.09	9.9	25	7.43	11.05	17.89	8.8	6.46	8.43	7.56	17.34
WBGene00268717	2.13	0	0	6.89	0	0	11.02	7.64	4.53	1.16	8.24	17.83	8.24	0	0	3.66	0	18.7	0	7.21
WBGene00268718	20.1	24.11	45.72	30.41	27.18	35.46	31.27	25.57	32.41	19.12	25.06	18.07	17.55	26.84	36.21	46.77	19.61	19.9	28.06	35.11
WBGene00268719	3.62	3.45	0	3.9	5.05	4.71	4.15	4.32	3.85	1.32	0	0	0	4.16	3.74	4.14	8.1	0	0	4.08
WBGene00268720	106.62	98.25	52.74	97.67	29.79	83.29	48.96	50.95	49.12	190.14	68.67	99.05	82.44	122.58	99.21	85.44	250.77	31.16	55.91	48.1
WBGene00268721	30.12	15.79	27.94	12.17	0	5.88	5.19	10.79	11.21	19.73	17.46	41.97	0	5.19	4.67	25.86	30.36	6.6	0	5.09
WBGene00268722	26.81	45.1	46.81	25.5	33.05	73.92	48.89	67.83	60.36	36.16	12.19	26.37	60.98	38.08	58.71	75.83	47.69	34.57	68.24	64.03
WBGene00268723	17.01	12.48	48.56	16.93	0	20.45	4.51	18.76	20.87	10	0	21.89	10.12	13.54	12.18	22.47	21.99	5.74	5.15	0
WBGene00268724	5.59	3.55	0	6.03	7.81	0	0	0	0	2.04	7.2	0	0	0	11.56	0	6.26	0	0	6.31
WBGene00268725	14.03	8.65	12.25	16.01	17.29	9.67	11.37	11.83	4.39	11.71	15.94	13.8	15.95	0	10.24	11.34	11.09	0	12.98	11.17
WBGene00268728	14.56	12.81	18.7	34.85	37.55	28.43	13.5	32.11	20.84	67.87	43.28	37.46	17.32	17.38	33	32.69	77.14	22.1	24.23	20.84
WBGene00268729	14.83	6.6	14.67	5.59	12.43	11.58	6.81	3.54	4.2	7.55	7.64	0	3.82	3.41	0	6.79	6.64	8.67	11.66	6.69
WBGene00268730	3.2	3.82	14.85	4.53	0	0	2.76	0	0.85	0.87	0	4.46	3.09	0	7.45	0	0	3.51	3.15	0
WBGene00268731	7.06	8.41	13.1	7.13	0	13.79	18.24	18.98	7.51	23.13	0	19.68	0	0	10.95	12.12	5.93	15.48	0	0
WBGene00268733	0	0	0	0	0	0	0	0	0	0	9.28	0	0	8.28	0	0	0	0	0	0
WBGene00268734	0	8.47	0	7.18	0	0	0	0	4.72	0	17.17	0	0	15.32	0	0	0	0	0	0
WBGene00268735	9.87	3.14	12.21	5.32	13.79	0	11.33	35.38	3.5	0	0	0	12.72	11.35	0	0	0	0	0	0
WBGene00268736	0	4.1	0	0	0	16.79	0	15.41	0	4.69	0	0	0	0	0	0	14.45	0	0	0
WBGene00268737	0	6.16	0	6.97	27.1	8.42	22.27	38.62	18.33	11.77	16.66	12.01	8.33	37.17	6.69	29.61	7.24	9.45	42.39	36.46
WBGene00268738	0	0	0	0	0	0	0	0	4.36	0	15.85	0	0	0	12.72	0	0	17.98	0	0
WBGene00268739	0	0	0	0	0	15.54	0	0	4.23	0	0	0	0	0	0	0	0	0	0	0
WBGene00268740	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268741	9.39	8.95	0	0.95	0	0	4.04	4.21	0	1.28	4.54	6.55	9.08	0	3.64	4.03	7.89	5.15	0	0
WBGene00268742	24.79	19.9	38.72	16.87	27.33	10.19	17.97	14.02	15.26	47	35.29	14.54	10.09	9	20.23	35.84	52.6	5.72	20.52	8.83
WBGene00268743	21.18	22.43	35.65	22.67	17.26	19.15	22.96	18.27	17.3	9.21	15.15	28.42	8.34	10.14	17.03	14.14	7.25	21.49	18.51	22.56
WBGene00268744	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268747	1.93	3.68	0	0	0	0	6.65	0	0	2.11	0	0	0	6.66	0	0	0	0	0	0
WBGene00268748	0.85	0.81	0	0.69	0	0	0	3.06	0	0	0	0	0	0	0	0	0	3.75	0	0
WBGene00268749	0	0	0	0	0	0	0	3.18	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268752	0	0.89	0	0	0	0	0	0	0	1.02	0	0	0	0	0	0	0	0	0	0
WBGene00268753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268754	47.6	23.33	30.27	15.39	19.95	29.21	23.42	7.31	19.52	31.92	18.39	18.95	21.03	18.76	31.64	25.69	6.85	38.76	24.07	20.7
WBGene00268755	1.72	0	0	1.39	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268756	0	0	0	0	0	0	0	0	0	0.99	0	0	0	0	0	0	0	0	0	0
WBGene00268757	0.73	0	0	0	0	0	0	0	0	0	0	0	0	5.02	0	0	0	0	0	2.46
WBGene00268758	0	0	0	1.39	0	6.72	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268759	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268760	0	1.08	0	0.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268761	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268764	9.54	2.48	9.65	6.31	14.54	3.39	2.99	0	5.53	3.79	3.35	9.67	3.35	5.98	24.21	5.96	5.83	0	3.41	0
WBGene00268765	0.91	2.59	0	2.93	0	0	0	3.25	0.96	4.95	0	0	3.51	3.13	0	0	6.09	15.9	3.57	3.07
WBGene00268766	0	3.48	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268767	0	0.29	0	0.5	0	0	0	1.1	0	0.34	0	0	1.19	0	0	0	0	1.35	0	0
WBGene00268768	0	0	0	0.45	0	0	0	1.99	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268769	0	0	3.7	0	0	0	0	0	1.06	1.09	0	0	0	0	0	0	0	4.38	0	0
WBGene00268770	0.36	0.69	0	0.87	0	0	2.48	1.29	0.38	0	1.39	2.01	0	0	2.23	0	0	0	1.42	0
WBGene00268771	6.01	2.29	6.69	0.97	2.52	8.22	1.04	0	1.28	1.97	0	1.68	1.16	1.04	2.8	0	2.02	1.32	1.18	3.05
WBGene00268772	14.25	12.23	19.39	17.28	21.9	12.99	22.91	23.84	11.62	5.71	16.52	13.24	7.35	4.92	17.69	4.9	3.19	20.83	13.08	25.72
WBGene00268773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
WBGene00268776	16.25	18.59	12.06	39.41	81.73	12.7	22.39	23.3	27.65	14.2	37.68	0	25.13	33.63	10.08	22.33	10.92	0	0	22
WBGene00268777	159.93	106.72	201.74	129.27	160.85	149.91	187.29	160.48	180.23	377.18	173.04	89.15	74.2	110.32	148.82	109.85	333.16	56.09	138.39	75.75
