Run	Location	End	Quality
SRR10098840	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR100/040/SRR10098840	pe	87
SRR10098841	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR100/041/SRR10098841	pe	86
SRR10098842	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR100/042/SRR10098842	pe	84
SRR10098843	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR100/043/SRR10098843	pe	83
SRR10098844	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR100/044/SRR10098844	pe	84
SRR10098845	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR100/045/SRR10098845	pe	83
