Run	Location	End	Quality
SRR12845603	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR128/003/SRR12845603	pe	98
SRR12845604	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR128/004/SRR12845604	pe	98
SRR12845605	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR128/005/SRR12845605	pe	96
SRR12845606	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR128/006/SRR12845606	pe	96
SRR12845607	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR128/007/SRR12845607	pe	96
