SRP026668	SRR928055	Adult female
SRP026668	SRR928056	Adult male
SRP026668	SRR928057	Egg
SRP026668	SRR928058	L1
SRP026668	SRR928059	L2
SRP026668	SRR928060	L2
SRP026668	SRR928061	L3
SRP026668	SRR928062	L4 female
SRP026668	SRR928063	L4 male
