SRP042651	SRR1324837	Costa Rica	
SRP042651	SRR1324833	French Guyana Cayenne	
SRP042651	SRR1324834	French Guyana Comte
SRP042651	SRR1324828	Guadeloupe	
SRP042651	SRR1324830	India Allepey Kerala	
SRP042651	SRR1324831	India Kanjirapally Kerala	
SRP042651	SRR1324829	India Poovar Kerala	
SRP042651	SRR1324832	Reunion	
SRP042651	SRR1324836	Thailand Krabi 
