Run	Location	End	Quality
SRR3098492	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR309/002/SRR3098492	pe	87
SRR3098493	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR309/003/SRR3098493	pe	79
SRR3098494	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR309/004/SRR3098494	pe	84
SRR3098495	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR309/005/SRR3098495	pe	70
SRR3098496	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR309/006/SRR3098496	pe	85
