Run	Location	End	Quality
SRR5684403	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/003/SRR5684403	pe	89
SRR5684404	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/004/SRR5684404	pe	87
SRR5684405	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/005/SRR5684405	pe	84
SRR5684406	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/006/SRR5684406	pe	84
SRR5684407	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/007/SRR5684407	pe	88
SRR5684408	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/008/SRR5684408	pe	84
SRR5684409	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/009/SRR5684409	pe	81
SRR5684410	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/000/SRR5684410	pe	81
SRR5684411	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/001/SRR5684411	pe	81
SRR5684412	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/002/SRR5684412	pe	80
SRR5684413	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/003/SRR5684413	pe	86
SRR5684414	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/004/SRR5684414	pe	80
SRR5684415	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/005/SRR5684415	pe	87
SRR5684416	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/006/SRR5684416	pe	80
SRR5684417	ftp://ftp.ebi.ac.uk/pub/databases/arrayexpress/data/atlas/rnaseq/SRR568/007/SRR5684417	pe	89
